10510,มีนบุรี,มีนบุรี,กรุงเทพมหานคร
10510,ทรายกองดินใต้,คลองสามวา,กรุงเทพมหานคร
10510,สามวาตะวันออก,คลองสามวา,กรุงเทพมหานคร
10510,แสนแสบ,มีนบุรี,กรุงเทพมหานคร
10510,ทรายกองดิน,คลองสามวา,กรุงเทพมหานคร
10510,บางชัน,คลองสามวา,กรุงเทพมหานคร
10510,สามวาตะวันตก,คลองสามวา,กรุงเทพมหานคร
10520,ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร
10520,คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร
10520,ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร
10520,ทับยาว,ลาดกระบัง,กรุงเทพมหานคร
10520,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร
10520,คลองสองต้นนุ่น,ลาดกระบัง,กรุงเทพมหานคร
10530,ลำต้อยติ่ง,หนองจอก,กรุงเทพมหานคร
10530,คู้ฝั่งเหนือ,หนองจอก,กรุงเทพมหานคร
10530,หนองจอก,หนองจอก,กรุงเทพมหานคร
10530,กระทุ่มราย,หนองจอก,กรุงเทพมหานคร
10530,โคกแฝด,หนองจอก,กรุงเทพมหานคร
10530,คลองสิบสอง,หนองจอก,กรุงเทพมหานคร
10530,ลำผักชี,หนองจอก,กรุงเทพมหานคร
10530,คลองสิบ,หนองจอก,กรุงเทพมหานคร
10600,หิรัญรูจี,ธนบุรี,กรุงเทพมหานคร
10600,สำเหร่,ธนบุรี,กรุงเทพมหานคร
10600,ตลาดพลู,ธนบุรี,กรุงเทพมหานคร
10600,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร
10600,บุคคโล,ธนบุรี,กรุงเทพมหานคร
10600,วัดกัลยาณ์,ธนบุรี,กรุงเทพมหานคร
10600,บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร
10600,วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร
10600,คลองต้นไทร,คลองสาน,กรุงเทพมหานคร
10600,บางยี่เรือ,ธนบุรี,กรุงเทพมหานคร
10600,วัดอรุณ,บางกอกใหญ่,กรุงเทพมหานคร
10600,คลองสาน,คลองสาน,กรุงเทพมหานคร
10600,สมเด็จเจ้าพระยา,คลองสาน,กรุงเทพมหานคร
10700,บางยี่ขัน,บางพลัด,กรุงเทพมหานคร
10700,บางอ้อ,บางพลัด,กรุงเทพมหานคร
10700,บางขุนนนท์,บางกอกน้อย,กรุงเทพมหานคร
10700,บ้านช่างหล่อ,บางกอกน้อย,กรุงเทพมหานคร
10700,บางพลัด,บางพลัด,กรุงเทพมหานคร
10700,อรุณอมรินทร์,บางกอกน้อย,กรุงเทพมหานคร
10700,บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร
10700,บางบำหรุ,บางพลัด,กรุงเทพมหานคร
10700,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร
10800,บางซื่อ,บางซื่อ,กรุงเทพมหานคร
10900,จอมพล,จตุจักร,กรุงเทพมหานคร
10900,เสนานิคม,จตุจักร,กรุงเทพมหานคร
10900,จันทรเกษม,จตุจักร,กรุงเทพมหานคร
10900,ลาดยาว,จตุจักร,กรุงเทพมหานคร
10900,จตุจักร,จตุจักร,กรุงเทพมหานคร
